FinancialID,ProjectID,Month,Date,Year,Quarter,CostCategory,PlannedRevenue,ActualRevenue,PlannedCost,ActualCost,GrossProfit,GrossMarginPct
FIN0005972,PRJ051,2023-07,2023-07-08,2023,Q3 2023,Subcontractor,23326.77,25806.38,19120.3,20898.33,4908.05,19.02
FIN0005973,PRJ051,2023-07,2023-07-08,2023,Q3 2023,Design & Engineering,11663.38,11735.98,9560.15,9652.84,2083.14,17.75
FIN0005974,PRJ051,2023-07,2023-07-08,2023,Q3 2023,Permits & Legal,6998.03,7041.02,5736.09,5802.21,1238.81,17.59
FIN0005975,PRJ051,2023-07,2023-07-08,2023,Q3 2023,Transportation,9330.71,10961.21,7648.12,8616.9,2344.31,21.39
FIN0005976,PRJ051,2023-07,2023-07-08,2023,Q3 2023,Overhead,6998.03,7033.99,5736.09,5743.1,1290.89,18.35
FIN0005977,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Labor,87018.01,96169.97,71326.24,77230.79,18939.18,19.69
FIN0005978,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Materials,99449.15,101111.98,81515.7,84465.87,16646.11,16.46
FIN0005979,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Equipment,46616.79,47712.7,38210.48,39433.23,8279.47,17.35
FIN0005980,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Subcontractor,31077.87,32583.77,25473.66,27874.03,4709.74,14.45
FIN0005981,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Design & Engineering,15538.93,15963.44,12736.83,13398.33,2565.11,16.07
FIN0005982,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Permits & Legal,9323.36,9262.94,7642.1,7563.96,1698.98,18.34
FIN0005983,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Transportation,12431.14,12313.7,10189.46,10324.81,1988.89,16.15
FIN0005984,PRJ051,2023-08,2023-08-07,2023,Q3 2023,Overhead,9323.36,9096.32,7642.1,7682.47,1413.85,15.54
FIN0005985,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Labor,63029.35,57797.77,51663.4,48125.7,9672.07,16.73
FIN0005986,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Materials,72033.53,72631.91,59043.88,62581.14,10050.77,13.84
FIN0005987,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Equipment,33765.72,38307.34,27676.82,30629.37,7677.97,20.04
FIN0005988,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Subcontractor,22510.48,24590.55,18451.21,19978.19,4612.36,18.76
FIN0005989,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Design & Engineering,11255.24,10730.09,9225.61,9137.99,1592.1,14.84
FIN0005990,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Permits & Legal,6753.14,6042.58,5535.36,5156.71,885.87,14.66
FIN0005991,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Transportation,9004.2,9084.12,7380.49,7519.04,1565.08,17.23
FIN0005992,PRJ051,2023-09,2023-09-06,2023,Q3 2023,Overhead,6753.14,6833.65,5535.36,5670.47,1163.18,17.02
FIN0005993,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Labor,94589.99,95109.89,77532.78,79376.51,15733.38,16.54
FIN0005994,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Materials,108102.85,105870.04,88608.89,83186.59,22683.45,21.43
FIN0005995,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Equipment,50673.21,58686.08,41535.42,46239.2,12446.88,21.21
FIN0005996,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Subcontractor,33782.14,31428.14,27690.28,27389.87,4038.27,12.85
FIN0005997,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Design & Engineering,16891.07,16931.98,13845.14,14179.49,2752.49,16.26
FIN0005998,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Permits & Legal,10134.64,10602.44,8307.08,8830.41,1772.03,16.71
FIN0005999,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Transportation,13512.85,13857.01,11076.11,11647.79,2209.22,15.94
FIN0006000,PRJ051,2023-10,2023-10-06,2023,Q4 2023,Overhead,10134.64,10365.2,8307.08,8589.03,1776.17,17.14
FIN0006001,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Labor,96971.7,106251.89,79485.0,88020.68,18231.21,17.16
FIN0006002,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Materials,110824.8,106115.91,90840.0,90923.73,15192.18,14.32
FIN0006003,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Equipment,51949.12,55396.13,42581.25,47622.58,7773.55,14.03
FIN0006004,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Subcontractor,34632.75,37318.25,28387.5,32158.94,5159.31,13.83
FIN0006005,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Design & Engineering,17316.38,17968.61,14193.75,15256.79,2711.82,15.09
FIN0006006,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Permits & Legal,10389.82,9304.38,8516.25,7948.27,1356.11,14.57
FIN0006007,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Transportation,13853.1,13446.58,11355.0,11760.38,1686.2,12.54
FIN0006008,PRJ051,2023-11,2023-11-05,2023,Q4 2023,Overhead,10389.82,10782.39,8516.25,8613.57,2168.82,20.11
FIN0006009,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Labor,75104.99,76737.37,61561.47,65037.74,11699.63,15.25
FIN0006010,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Materials,85834.28,80070.89,70355.97,66044.4,14026.49,17.52
FIN0006011,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Equipment,40234.82,37784.11,32979.36,31450.7,6333.41,16.76
FIN0006012,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Subcontractor,26823.21,28203.72,21986.24,22618.9,5584.82,19.8
FIN0006013,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Design & Engineering,13411.61,12848.24,10993.12,10285.97,2562.27,19.94
FIN0006014,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Permits & Legal,8046.96,8673.73,6595.87,7113.76,1559.97,17.98
FIN0006015,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Transportation,10729.29,10568.15,8794.5,8285.25,2282.9,21.6
FIN0006016,PRJ051,2023-12,2023-12-05,2023,Q4 2023,Overhead,8046.96,8817.62,6595.87,7391.69,1425.93,16.17
FIN0006017,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Labor,84352.58,87441.16,69141.46,70451.38,16989.78,19.43
FIN0006018,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Materials,96402.95,90125.07,79018.81,77700.08,12424.99,13.79
FIN0006019,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Equipment,45188.89,47703.78,37040.07,41371.95,6331.83,13.27
FIN0006020,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Subcontractor,30125.92,29732.32,24693.38,24876.11,4856.21,16.33
FIN0006021,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Design & Engineering,15062.96,13676.99,12346.69,11567.07,2109.92,15.43
FIN0006022,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Permits & Legal,9037.77,9726.88,7408.01,8333.31,1393.57,14.33
FIN0006023,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Transportation,12050.37,12377.95,9877.35,10328.19,2049.76,16.56
FIN0006024,PRJ051,2024-01,2024-01-04,2024,Q1 2024,Overhead,9037.77,9450.42,7408.01,8138.28,1312.14,13.88
FIN0006025,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Labor,79110.31,80663.74,64844.52,63602.4,17061.34,21.15
FIN0006026,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Materials,90411.8,79066.31,74108.03,68796.87,10269.44,12.99
FIN0006027,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Equipment,42380.53,45201.53,34738.14,38398.44,6803.09,15.05
FIN0006028,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Subcontractor,28253.69,27354.48,23158.76,23801.98,3552.5,12.99
FIN0006029,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Design & Engineering,14126.84,15158.14,11579.38,11866.7,3291.44,21.71
FIN0006030,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Permits & Legal,8476.11,9399.75,6947.63,7774.25,1625.5,17.29
FIN0006031,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Transportation,11301.47,10539.62,9263.5,8751.33,1788.29,16.97
FIN0006032,PRJ051,2024-02,2024-02-03,2024,Q1 2024,Overhead,8476.11,9489.29,6947.63,7737.82,1751.47,18.46
FIN0006033,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Labor,99071.23,114162.88,81205.93,89624.32,24538.56,21.49
FIN0006034,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Materials,113224.27,110959.98,92806.78,91085.22,19874.76,17.91
FIN0006035,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Equipment,53073.88,60643.08,43503.18,48359.2,12283.88,20.26
FIN0006036,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Subcontractor,35382.59,35633.83,29002.12,28897.95,6735.88,18.9
FIN0006037,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Design & Engineering,17691.29,18546.14,14501.06,15035.56,3510.58,18.93
FIN0006038,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Permits & Legal,10614.78,11706.43,8700.64,9575.27,2131.16,18.21
FIN0006039,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Transportation,14153.04,15537.41,11600.85,12401.49,3135.92,20.18
FIN0006040,PRJ051,2024-03,2024-03-04,2024,Q1 2024,Overhead,10614.78,11124.37,8700.64,9472.86,1651.51,14.85
FIN0006041,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Labor,91476.23,89899.47,74980.52,76308.45,13591.02,15.12
FIN0006042,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Materials,104544.26,113662.55,85692.02,96154.73,17507.82,15.4
FIN0006043,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Equipment,49005.12,57985.76,40168.13,45344.46,12641.3,21.8
FIN0006044,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Subcontractor,32670.09,30741.8,26778.76,25139.74,5602.06,18.22
FIN0006045,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Design & Engineering,16335.04,17220.38,13389.38,14642.31,2578.07,14.97
FIN0006046,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Permits & Legal,9801.03,10743.18,8033.63,8822.5,1920.68,17.88
FIN0006047,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Transportation,13068.03,13823.59,10711.5,11808.44,2015.15,14.58
FIN0006048,PRJ051,2024-04,2024-04-03,2024,Q2 2024,Overhead,9801.03,10894.99,8033.63,9041.42,1853.57,17.01
FIN0006049,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Labor,60931.5,57602.95,49943.85,47374.38,10228.57,17.76
FIN0006050,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Materials,69635.99,71222.6,57078.68,57255.04,13967.56,19.61
FIN0006051,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Equipment,32641.87,32208.75,26755.63,27149.0,5059.75,15.71
FIN0006052,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Subcontractor,21761.25,19598.2,17837.09,16855.15,2743.05,14.0
FIN0006053,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Design & Engineering,10880.62,11637.44,8918.54,9163.5,2473.94,21.26
FIN0006054,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Permits & Legal,6528.38,5967.36,5351.13,5040.2,927.16,15.54
FIN0006055,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Transportation,8704.5,9525.58,7134.84,7931.46,1594.12,16.74
FIN0006056,PRJ051,2024-05,2024-05-03,2024,Q2 2024,Overhead,6528.38,6814.5,5351.13,5866.65,947.85,13.91
FIN0006057,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Labor,25582.42,27126.76,21680.02,24295.12,2831.64,10.44
FIN0006058,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Materials,29237.06,29576.03,24777.17,24181.7,5394.33,18.24
FIN0006059,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Equipment,13704.87,14746.16,11614.3,11948.35,2797.81,18.97
FIN0006060,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Subcontractor,9136.59,9392.37,7742.87,8119.66,1272.71,13.55
FIN0006061,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Design & Engineering,4568.29,4866.07,3871.43,4268.09,597.98,12.29
FIN0006062,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Permits & Legal,2740.97,2747.63,2322.86,2446.5,301.13,10.96
FIN0006063,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Transportation,3654.64,3407.48,3097.15,2973.89,433.59,12.72
FIN0006064,PRJ052,2022-04,2022-04-17,2022,Q2 2022,Overhead,2740.97,2595.16,2322.86,2334.61,260.55,10.04
FIN0006065,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Labor,26682.83,27178.67,22612.57,24681.21,2497.46,9.19
FIN0006066,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Materials,30494.67,31380.55,25842.94,26844.6,4535.95,14.45
FIN0006067,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Equipment,14294.38,14168.33,12113.88,11464.83,2703.5,19.08
FIN0006068,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Subcontractor,9529.59,10519.41,8075.92,8834.53,1684.88,16.02
FIN0006069,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Design & Engineering,4764.79,5028.52,4037.96,4570.17,458.35,9.12
FIN0006070,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Permits & Legal,2858.88,2612.74,2422.78,2335.54,277.2,10.61
FIN0006071,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Transportation,3811.84,4203.25,3230.37,3650.72,552.53,13.15
FIN0006072,PRJ052,2022-05,2022-05-17,2022,Q2 2022,Overhead,2858.88,3147.85,2422.78,2589.23,558.62,17.75
FIN0006073,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Labor,32562.21,31892.24,27595.09,28844.52,3047.72,9.56
FIN0006074,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Materials,37213.95,40175.84,31537.25,35050.73,5125.11,12.76
FIN0006075,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Equipment,17444.05,16339.67,14783.09,13828.42,2511.25,15.37
FIN0006076,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Subcontractor,11629.36,13220.37,9855.39,11146.92,2073.45,15.68
FIN0006077,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Design & Engineering,5814.69,6089.98,4927.7,5404.12,685.86,11.26
FIN0006078,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Permits & Legal,3488.81,3285.76,2956.62,2845.5,440.26,13.4
FIN0006079,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Transportation,4651.75,4976.58,3942.16,4463.08,513.5,10.32
FIN0006080,PRJ052,2022-06,2022-06-16,2022,Q2 2022,Overhead,3488.81,3681.26,2956.62,3103.51,577.75,15.69
FIN0006081,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Labor,36169.82,38390.88,30652.39,33681.46,4709.42,12.27
FIN0006082,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Materials,41336.95,39049.24,35031.31,32956.74,6092.5,15.6
FIN0006083,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Equipment,19376.69,19170.5,16420.92,16108.51,3061.99,15.97
FIN0006084,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Subcontractor,12917.79,13062.63,10947.28,11731.6,1331.03,10.19
FIN0006085,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Design & Engineering,6458.9,6892.08,5473.64,5760.37,1131.71,16.42
FIN0006086,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Permits & Legal,3875.33,3740.11,3284.18,3067.42,672.69,17.99
FIN0006087,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Transportation,5167.11,5580.69,4378.91,4661.11,919.58,16.48
FIN0006088,PRJ052,2022-07,2022-07-16,2022,Q3 2022,Overhead,3875.33,4134.08,3284.18,3594.15,539.93,13.06
FIN0006089,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Labor,35802.05,35932.62,30340.72,29974.02,5958.6,16.58
FIN0006090,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Materials,40916.63,42483.01,34675.11,35023.81,7459.2,17.56
FIN0006091,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Equipment,19179.67,19634.01,16253.96,15861.46,3772.55,19.21
FIN0006092,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Subcontractor,12786.44,12305.1,10835.97,10740.01,1565.09,12.72
FIN0006093,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Design & Engineering,6393.23,5932.91,5417.99,5293.36,639.55,10.78
FIN0006094,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Permits & Legal,3835.93,3465.33,3250.79,3118.76,346.57,10.0
FIN0006095,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Transportation,5114.58,5074.01,4334.39,4544.65,529.36,10.43
FIN0006096,PRJ052,2022-08,2022-08-15,2022,Q3 2022,Overhead,3835.93,3589.6,3250.79,3086.9,502.7,14.0
FIN0006097,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Labor,28119.41,27128.98,23830.01,22460.53,4668.45,17.21
FIN0006098,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Materials,32136.47,34389.96,27234.3,29116.94,5273.02,15.33
FIN0006099,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Equipment,15063.97,15939.68,12766.08,13729.9,2209.78,13.86
FIN0006100,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Subcontractor,10042.65,9650.02,8510.72,8107.87,1542.15,15.98
FIN0006101,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Design & Engineering,5021.32,5619.26,4255.36,4773.02,846.24,15.06
FIN0006102,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Permits & Legal,3012.8,3296.12,2553.22,2677.07,619.05,18.78
FIN0006103,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Transportation,4017.06,3853.65,3404.29,3304.3,549.35,14.26
FIN0006104,PRJ052,2022-09,2022-09-14,2022,Q3 2022,Overhead,3012.8,2676.49,2553.22,2385.65,290.84,10.87
FIN0006105,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Labor,29020.31,25558.62,24593.48,23142.68,2415.94,9.45
FIN0006106,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Materials,33166.06,35203.02,28106.83,31007.53,4195.49,11.92
FIN0006107,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Equipment,15546.59,14884.09,13175.08,12725.07,2159.02,14.51
FIN0006108,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Subcontractor,10364.39,10790.68,8783.38,9337.34,1453.34,13.47
FIN0006109,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Design & Engineering,5182.19,5399.71,4391.69,4714.66,685.05,12.69
FIN0006110,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Permits & Legal,3109.32,2882.61,2635.02,2515.88,366.73,12.72
FIN0006111,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Transportation,4145.75,4588.08,3513.35,3958.21,629.87,13.73
FIN0006112,PRJ052,2022-10,2022-10-14,2022,Q4 2022,Overhead,3109.32,3211.23,2635.02,2614.65,596.58,18.58
FIN0006113,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Labor,37034.81,37031.87,31385.43,33633.49,3398.38,9.18
FIN0006114,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Materials,42325.49,48177.54,35869.06,39054.41,9123.13,18.94
FIN0006115,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Equipment,19840.07,19898.13,16813.62,17033.66,2864.47,14.4
FIN0006116,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Subcontractor,13226.71,14209.28,11209.08,12678.44,1530.84,10.77
FIN0006117,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Design & Engineering,6613.36,7049.79,5604.54,6218.92,830.87,11.79
FIN0006118,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Permits & Legal,3968.01,4364.74,3362.72,3537.1,827.64,18.96
FIN0006119,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Transportation,5290.68,6000.31,4483.63,4996.47,1003.84,16.73
FIN0006120,PRJ052,2022-11,2022-11-13,2022,Q4 2022,Overhead,3968.01,4116.79,3362.72,3408.16,708.63,17.21
FIN0006121,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Labor,38423.03,42386.42,32561.89,34971.45,7414.97,17.49
FIN0006122,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Materials,43912.04,41124.12,37213.59,37372.54,3751.58,9.12
FIN0006123,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Equipment,20583.77,21771.58,17443.87,17913.02,3858.56,17.72
FIN0006124,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Subcontractor,13722.51,13538.57,11629.25,11985.82,1552.75,11.47
FIN0006125,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Design & Engineering,6861.25,6904.01,5814.62,5790.92,1113.09,16.12
FIN0006126,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Permits & Legal,4116.75,4407.72,3488.77,3765.04,642.68,14.58
FIN0006127,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Transportation,5489.01,5905.83,4651.7,4822.89,1082.94,18.34
FIN0006128,PRJ052,2022-12,2022-12-13,2022,Q4 2022,Overhead,4116.75,4683.55,3488.77,3949.88,733.67,15.66
FIN0006129,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Labor,38010.35,40393.19,32212.16,32760.77,7632.42,18.9
FIN0006130,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Materials,43440.4,46795.24,36813.9,40212.69,6582.55,14.07
FIN0006131,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Equipment,20362.69,21838.86,17256.52,18561.03,3277.83,15.01
FIN0006132,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Subcontractor,13575.12,14405.19,11504.34,11946.5,2458.69,17.07
FIN0006133,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Design & Engineering,6787.56,6176.9,5752.17,5387.31,789.59,12.78
FIN0006134,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Permits & Legal,4072.53,4145.91,3451.3,3490.45,655.46,15.81
FIN0006135,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Transportation,5430.05,5853.83,4601.74,5018.58,835.25,14.27
FIN0006136,PRJ052,2023-01,2023-01-12,2023,Q1 2023,Overhead,4072.53,4705.47,3451.3,3825.38,880.09,18.7
FIN0006137,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Labor,44460.77,44919.71,37678.62,39670.08,5249.63,11.69
FIN0006138,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Materials,50812.31,50540.07,43061.28,42731.88,7808.19,15.45
FIN0006139,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Equipment,23818.26,23512.73,20184.97,20588.37,2924.36,12.44
FIN0006140,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Subcontractor,15878.85,15794.18,13456.65,14287.95,1506.23,9.54
FIN0006141,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Design & Engineering,7939.42,8044.14,6728.32,6558.01,1486.13,18.47
FIN0006142,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Permits & Legal,4763.65,4497.81,4036.99,3955.33,542.48,12.06
FIN0006143,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Transportation,6351.54,6170.35,5382.66,5580.61,589.74,9.56
FIN0006144,PRJ052,2023-02,2023-02-11,2023,Q1 2023,Overhead,4763.65,5274.81,4036.99,4535.93,738.88,14.01
FIN0006145,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Labor,33411.13,35505.73,28314.52,28768.0,6737.73,18.98
FIN0006146,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Materials,38184.15,40251.82,32359.45,35361.07,4890.75,12.15
FIN0006147,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Equipment,17898.82,19545.61,15168.49,16613.12,2932.49,15.0
FIN0006148,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Subcontractor,11932.55,11991.11,10112.33,10246.66,1744.45,14.55
FIN0006149,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Design & Engineering,5966.27,6881.92,5056.16,5681.68,1200.24,17.44
FIN0006150,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Permits & Legal,3579.77,3672.71,3033.7,3213.59,459.12,12.5
FIN0006151,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Transportation,4773.02,4707.26,4044.93,4251.62,455.64,9.68
FIN0006152,PRJ052,2023-03,2023-03-13,2023,Q1 2023,Overhead,3579.77,3877.39,3033.7,3431.69,445.7,11.49
FIN0006153,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Labor,39058.72,36454.66,33100.61,32658.97,3795.69,10.41
FIN0006154,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Materials,44638.54,45717.33,37829.27,36913.5,8803.83,19.26
FIN0006155,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Equipment,20924.31,21194.46,17732.47,18494.26,2700.2,12.74
FIN0006156,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Subcontractor,13949.55,13865.01,11821.65,12291.28,1573.73,11.35
FIN0006157,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Design & Engineering,6974.77,7018.28,5910.82,6316.2,702.08,10.0
FIN0006158,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Permits & Legal,4184.86,4636.46,3546.49,3761.77,874.69,18.87
FIN0006159,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Transportation,5579.82,4926.15,4728.66,4405.5,520.65,10.57
FIN0006160,PRJ052,2023-04,2023-04-12,2023,Q2 2023,Overhead,4184.86,4359.09,3546.49,3836.73,522.36,11.98
FIN0006161,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Labor,38976.85,40775.21,33031.23,35206.26,5568.95,13.66
FIN0006162,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Materials,44544.98,47464.77,37749.98,42057.33,5407.44,11.39
FIN0006163,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Equipment,20880.45,18941.52,17695.3,17008.28,1933.24,10.21
FIN0006164,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Subcontractor,13920.31,15098.36,11796.87,13205.61,1892.75,12.54
FIN0006165,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Design & Engineering,6960.15,7213.2,5898.43,6129.42,1083.78,15.02
FIN0006166,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Permits & Legal,4176.09,4123.84,3539.06,3332.14,791.7,19.2
FIN0006167,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Transportation,5568.12,6371.91,4718.75,5225.34,1146.57,17.99
FIN0006168,PRJ052,2023-05,2023-05-12,2023,Q2 2023,Overhead,4176.09,3723.15,3539.06,3284.54,438.61,11.78
FIN0006169,PRJ052,2023-06,2023-06-11,2023,Q2 2023,Labor,41566.75,47360.98,35226.06,38435.77,8925.21,18.85
FIN0006170,PRJ052,2023-06,2023-06-11,2023,Q2 2023,Materials,47504.86,50596.97,40258.36,45342.99,5253.98,10.38
FIN0006171,PRJ052,2023-06,2023-06-11,2023,Q2 2023,Equipment,22267.91,21509.1,18871.11,19256.11,2252.99,10.47
